age,income,credit_score,employment_years,gender,loan_approved
22,65053.29845916008,719.3166917593628,3.247041865222393,1,0
26,60154.49581009307,608.9124019035374,9.648022780313179,0,0
48,20897.55611327044,623.5860546136533,24.795588878368925,1,1
49,40955.67051389842,700.2098506811143,23.02992244132123,1,1
46,49062.56828902507,610.4512662277547,24.024511802735127,1,1
45,52305.639996471444,679.6248662119913,21.1886488642838,1,1
32,43852.98602848024,673.2039683415231,9.049052960413722,1,0
25,38044.95794626727,659.9236101272755,5.8311210991758555,0,1
54,80072.24336773138,570.5922532105458,32.848610857791485,1,1
57,53386.61302211638,736.0841957165355,33.511477323353944,1,1
35,44574.3450977539,805.447865760818,15.765502358783586,1,1
56,49382.45784631175,650.6179696787176,37.00061703522737,0,0
35,58056.36249591716,576.7551588640738,12.988827541866124,0,0
43,55774.39565066812,652.0371895827516,22.41374956275418,1,1
26,51914.0861375804,719.29020984102,6.561505649230924,1,1
41,45249.7499699432,606.9368626999075,21.27830939295019,1,0
43,45068.03731798602,640.9770571117267,22.1218422608966,1,1
36,46032.874202719606,673.8457895488499,19.29775835467589,1,1
35,60082.219012161055,734.2133496544147,15.748042439045557,1,1
45,40087.298613973195,704.2796613162562,22.647962950506802,1,1
56,60899.03835205333,707.1807578672583,33.66599279690328,1,0
31,76194.92133440245,620.1612010326502,8.32574094958998,1,1
35,59885.610367197994,678.1343268621746,15.896362841683434,1,0
24,49456.21706624294,599.462567101241,1.1317573199942803,1,0
41,35528.09672418055,709.1868269919648,18.72530273239158,1,1
33,78671.60211867272,730.585374854993,15.174067164347438,1,1
42,37449.735241016315,688.7354498140836,21.574895886202167,1,1
39,67728.43051713622,624.2812589243629,21.595597881363563,1,0
54,64577.76790891728,635.7391010370882,35.394179620057024,1,1
34,51448.4709555391,776.4561347463407,9.46998451278981,1,1
24,51055.31794328983,625.4502688763553,2.693600825277896,1,1
47,27464.33088938469,723.4995917215398,28.969847119905626,1,0
49,59950.97501218932,673.7224118752965,24.333471804546964,1,1
48,59298.89498593708,626.610448607811,28.259132461076028,0,0
55,33663.79825778293,555.8745680771402,33.88229057890377,0,1
28,47662.67788506346,664.8120266411955,1.7356337736328387,0,0
36,55567.928725134254,656.3770606624286,15.358977913556801,1,0
56,63768.58941924352,776.4574270021534,32.4875959516204,1,0
50,55057.04614184781,589.7865113204251,25.497044653650722,1,1
38,30605.209690576237,810.6338014083449,17.0274220274679,1,1
22,47050.93345806266,676.5167370647615,0.0,1,1
33,58369.386780835295,676.448045485551,9.977129122245353,1,1
24,67622.92513059638,608.4849505897439,10.653522757507943,1,1
46,40735.4508590863,672.0294415288128,26.95066718022083,0,1
45,87814.74811825028,683.1135649763249,21.35572528149794,1,1
50,26582.90396744553,715.6129104274614,33.21249782030119,1,1
31,46544.49737413148,581.517445468564,7.0238693176685985,1,1
27,53754.495947608404,748.4746599051628,4.338914540593583,1,0
51,51988.76254670704,675.2990866640386,26.553445770212136,1,1
30,36517.86505277751,692.5760226715119,9.768239635998063,1,1
59,56717.92621627691,634.5340416946667,42.10588886629139,0,1
33,60566.41076970883,585.0300153204664,9.002981302320432,1,0
51,50719.4216897232,655.0907239182301,23.818670887772733,0,0
27,54977.657948877735,663.1106884876253,9.272900023558257,0,1
56,48643.353828279534,553.0200212319857,39.66140150326304,1,1
40,25739.555748371484,705.5299783615587,13.014758600755801,0,1
24,44250.40194921633,719.7567243727607,4.380163024339333,1,0
27,57355.818721141615,598.9234763325211,6.679516056345865,1,0
21,57441.16622269594,578.4190254809536,0.0,1,0
33,55620.68578878772,628.7927036187989,7.816932999992301,1,1
42,63230.624019775474,651.672656789041,23.975251036339667,1,1
41,46282.809318249754,631.5080293059266,20.537211594371584,1,1
42,50400.21585665804,645.7357517060452,21.763279372280163,0,1
48,63581.39167607382,665.5034388373141,25.134691941500396,1,0
29,53726.6527224647,554.2211742892059,5.594272386650127,1,1
46,36350.14107390852,562.2693060887715,17.63507937617816,1,1
29,40577.67445516694,459.4405581353799,7.315915910645362,1,1
35,62462.7848641905,715.978165991743,18.316479138362666,0,1
30,75887.08244413859,651.0658914432214,6.329236739854039,1,0
44,67629.24661736074,723.349579202561,18.43275591719978,0,0
28,58482.33924613053,570.3583402932026,8.306993699371006,1,1
44,36953.01096974961,651.7085137673214,24.860239995339008,1,1
36,54904.72664840697,665.0378554281621,13.242282117956472,1,1
46,73433.82697925632,610.6752253618989,23.953706605901075,0,1
47,64277.32570684713,541.2600541073245,26.791709351656277,1,1
57,51887.83715974191,772.210993529461,35.53335159411202,1,1
24,64429.37849261824,747.9498338889035,6.000388007261945,1,0
44,35959.07190076593,623.2647409792245,30.311727727772656,1,1
39,44564.929332276966,685.7159351618725,12.872509334428631,1,0
56,38737.12913466513,616.0646526550174,38.68926539167394,1,1
59,57043.57727522649,580.3217477882677,38.31577910307,0,0
30,65711.55249580138,777.908305346991,13.164602816562484,1,0
45,52692.6095920245,534.1241783015939,26.173063533797038,1,1
38,41906.05484890651,630.0147412120219,17.183469379807136,1,1
39,54703.76359698059,655.9026679069564,20.280068827323102,1,1
56,47701.30163989289,765.5865605081101,33.81753268644561,1,1
30,43057.43942959383,712.7612057965213,6.6770957336854355,1,0
53,60084.9052796387,532.9425157802877,34.43258934679505,1,1
25,38630.116662219894,649.8074831276073,1.4670146536314874,0,0
55,31504.754005538613,651.4742138855052,35.9271177749247,1,0
54,34838.28294455219,634.016316529039,33.092242749262496,1,0
53,30951.092997760756,693.386637527121,25.01167504663227,1,1
41,58712.67874864307,551.3625150570816,18.276852648611182,1,0
37,57256.08157264246,621.3954861224331,17.004514585073863,1,1
42,56507.80141762243,683.5173123749153,19.781998008274524,1,1
57,63815.974787199135,697.5702979612449,28.359803664713446,1,1
35,72879.38284175674,660.4593631456438,17.96225038347848,1,1
55,46116.00203762327,629.8125459789791,34.50812515381483,1,1
48,61097.16215857627,641.6041108461469,28.331217873809415,1,1
27,31305.76738891185,701.8284985664066,4.580171543465268,1,1
52,75680.64619395026,652.3730548887822,32.59446906443998,1,1
31,36327.53142672764,577.070671819163,15.504460433760109,1,0
30,44348.783214393436,563.6551691238568,6.794781049117926,1,0
29,46034.35729400361,545.7253804994723,13.001038116071213,1,0
34,27105.93504916682,751.8906572942548,14.19569219767602,0,1
33,55488.63366112843,706.5223284928711,9.39170175588941,1,1
45,58208.558023022226,642.5458481773617,30.637171912773027,1,0
22,52158.794935276754,618.2345260385141,2.1749207196667975,1,1
55,31896.28551953385,609.824899442285,36.02943600631912,1,1
27,84750.79352277567,726.5265975307547,5.1919436858197265,1,1
41,63238.46194752472,783.3103455722319,17.61102006401145,1,0
38,94513.33065474938,607.6224953250722,17.503439734027367,1,1
23,37923.36140170561,729.6890864458996,6.744391170449985,0,1
59,64368.23342265465,651.9609040751222,37.071020563442936,0,1
31,66689.10831091244,635.1299749062673,9.919746263277585,1,1
59,45641.37345353956,755.2949997980946,42.36898541593875,0,0
44,71165.76351588836,649.2883995480056,22.09901946258728,0,0
39,48918.84988579332,670.7455107478245,19.53082893350736,1,1
24,44586.628708630895,667.3791753038012,5.632051520219092,0,0
46,2928.551620924256,536.2080443338384,24.40965715336905,1,1
58,56135.42080613956,670.1887804101243,37.92951277959977,0,1
52,30117.351324763902,610.6115582891837,32.98330833304352,0,0
59,46739.18206456733,550.5192801898065,36.79725441936762,1,1
56,39606.70541882459,613.8004043685867,37.44729549496998,1,0
57,49506.52691022608,613.2227791254138,34.35904174963368,1,1
53,61658.203453261536,722.0917777391231,29.974737263118527,1,1
56,50167.12344573136,575.5347268728577,30.418876817538628,0,1
23,60644.61935758711,594.7106792665522,0.48961296829682466,0,0
29,73984.44303378447,666.4771782383609,5.553491894389337,1,1
28,49468.06094983247,557.1944360052026,5.797378131235077,1,1
53,47821.491369758296,603.8695269237367,33.83597789574347,1,1
26,69365.91480493014,533.4866285266744,0.0,1,0
59,70555.70933109894,714.4008022003777,32.075987316238674,1,1
24,66108.86302154571,628.904581569187,0.7527623500461522,1,1
33,35717.31789890976,648.885750849843,13.383691480759971,0,1
22,61339.82598252405,714.1207223853763,1.8665948410590592,1,1
25,56642.05906070933,599.4411781442279,1.7048130012672225,1,0
47,70787.93412024494,628.1609093946397,29.508224696469384,1,1
52,46406.91865693377,576.0570400485981,29.02477019464498,1,1
41,25000.845632751258,575.9047395302931,21.38736195838138,0,1
28,60353.552005704085,585.5591974195885,5.911641017397484,0,1
58,16624.474251143467,615.5256726416434,34.39367094701903,1,1
28,44027.29894155505,623.0643126078854,5.18479963565578,1,1
23,39652.06733022558,670.2042505628866,4.202001154440675,1,1
23,39550.979936413794,587.6148136370671,3.083075435428266,1,1
42,43764.52793567357,672.3742873142234,23.904307991329627,1,1
26,73260.60354627445,683.9500904066259,6.082958247611245,1,1
22,67308.3312850956,617.2524472017413,0.0,1,0
43,51224.039770112424,593.6692799307133,28.34324450292638,1,1
22,72004.35207788573,655.9555322385993,2.125507042175407,1,1
58,34065.54267250439,635.7957775892688,38.54401466316469,0,1
37,37025.74921379263,665.4246280491482,14.869486961510319,1,1
55,67953.94988869886,759.8906505381976,37.339534879902125,1,1
54,63694.6484398397,654.8045933899401,29.720677318199634,1,1
43,43096.04897625015,605.2538607103908,23.82948723299048,0,1
50,37968.08659452804,587.637727164056,22.76110015325888,1,0
28,76895.9781255691,590.3458858074891,9.03162556405055,1,1
42,29198.461735782726,547.6063585022216,17.761348765081713,1,0
56,46023.610969846595,715.2920525841905,35.83098356128138,1,1
25,58428.64791276846,493.6704826450965,8.072021400238523,1,0
33,82032.4721264717,684.1673372403513,14.468152123501316,1,1
49,60746.503181098306,589.2355265327338,31.673145010352684,1,1
51,62204.56979519948,614.1316349763117,33.362545330943426,1,1
36,46459.24449777809,587.1408650918928,13.427151771270363,1,0
50,63527.203379118975,751.2105261749422,30.794990521423564,1,1
36,51579.6398131863,651.1420921180044,9.82524931217457,0,0
32,31173.03189373663,705.3264967529997,8.939190746167247,1,0
37,66894.0228023966,741.0368801017204,20.177964664852155,1,1
36,69555.90084770277,661.4383831815683,13.844889592721337,1,1
32,67050.47573231744,566.3063360401352,5.395994339987769,1,1
28,55499.91888498703,634.5550074918959,13.041096751994072,1,1
40,40657.34675275529,598.0426390503658,20.68675084950916,1,1
23,20362.244030727015,614.7547086678891,4.293434660917371,1,1
36,57355.80408102176,643.3763345145497,12.058591395234307,1,1
50,71229.13089611274,640.6091050535415,29.85216971158961,1,1
43,69932.98703624621,678.84764127142,22.772724912667584,1,0
48,67241.09265090773,689.0113005646341,24.535545430128973,1,1
25,53886.835321759136,640.609837661348,3.4905409434305246,1,1
40,66311.96261047246,678.2428242675542,14.498596861650947,0,1
21,68862.42735783855,611.544810154519,0.0,1,0
50,48660.496589176626,742.0345877917553,31.921538771779456,1,1
41,65148.97024923771,610.4142098247647,17.759455223023746,1,1
40,41960.61281886062,733.8030539235699,24.72189350927966,0,0
26,58100.363474253834,546.6753035759795,0.6917254623948299,0,0
42,35513.250335483994,623.3714919812408,20.219473950613217,1,0
38,36666.82286990617,626.8315278470476,15.030710109157624,1,0
28,65873.10570415862,669.5294256323932,6.459457505881392,0,1
59,69063.40183307148,710.3271762253177,42.114424346422766,1,1
52,64504.17310863747,562.5423357858331,28.04663351060771,1,0
53,56319.53231579246,572.4411870569965,30.64618840721141,1,0
36,19130.883534637775,551.8664352598634,16.963517258169418,1,0
32,48876.86092690266,742.4128938038892,11.279476339752957,0,1
58,56812.74750784757,670.8323459957986,37.52552484792701,0,1
54,46979.00128660613,574.0940154080014,30.104170981201328,1,0
34,44312.58710787643,618.983358823075,12.785249585192508,1,1
56,76666.30582230538,732.7232976963046,38.39473535461857,1,1
53,54095.665129125824,630.5316538782133,27.171437050757064,1,0
43,56821.927544635706,626.3968303546179,19.90807254790292,0,1
22,61611.971924290476,595.3092305223859,0.0,0,1
41,39978.443852423836,578.2505380326866,21.610927090831222,1,1
22,57898.11134071291,732.8326667310209,4.676411635943408,1,0
47,74794.6674171595,767.1731112119442,25.449770038123873,1,1
29,82288.34774949582,581.0363918048856,4.9834399564541085,1,0
21,50599.045958220355,748.3459630452684,0.0,0,0
31,51430.84678979388,615.8827408596926,9.108828376381773,1,1
23,59035.361022063,687.3553596758221,1.0973838638254247,1,1
43,58654.555705412815,748.7149663370086,24.73549533554011,1,1
46,75801.3709919673,639.8446383007457,22.99337189667096,1,1
24,40054.124662493996,627.0440655812848,4.305235014557579,1,0
38,50801.90370750968,706.075667465173,16.083589912256393,1,0
26,38242.88009685234,572.3033014074625,2.765729134280488,1,0
55,39818.576713036346,730.2942964488301,33.008871809977066,1,1
42,60648.610227086865,659.9966574709808,22.00961514561294,1,1
35,67147.8676245554,609.5574644292076,16.744800169645107,1,0
42,45259.12459384382,607.7082677678902,20.24408043852453,1,1
57,66581.42183462935,553.1576241720144,32.388185607606694,1,1
32,71673.67985697952,612.4679483363208,13.999144409796322,1,1
58,84020.58997650085,631.5173566603919,34.30549185054366,1,1
38,56046.20273261573,575.7094527801962,17.782469503032598,1,1
55,40403.532088338005,646.8174516709697,33.925501996888734,0,1
50,39962.92102591158,683.1041959167846,28.524289722961342,1,1
44,38473.1020312016,635.0569504800407,21.53907109943598,1,0
50,73746.7105210541,696.3908078563487,30.86044634124639,1,1
34,32273.569855665242,593.5002011914464,2.2538121775374673,1,0
26,73266.227284768,720.2367934953958,8.409411525101113,1,1
23,41973.38456121777,658.52702940424,0.0,1,1
36,39721.90703210892,758.1680018828321,16.223870729251942,0,0
27,52726.6681748503,818.9952118567113,7.065076853804786,1,1
34,39445.18175650233,617.0829485387703,16.824932146062455,0,0
29,68979.69632439362,619.9655286168979,8.593247406614207,1,1
35,82200.15927974164,632.7630514635898,11.512672458097864,1,1
41,45138.517636702934,691.6991575122861,15.185735036267094,1,1
55,48516.4324125306,742.8178979332563,32.953590535381075,1,0
22,52550.18789074152,604.3034061081138,0.0,1,1
47,63115.851452389565,676.6870986534651,24.114542881067734,1,1
22,52697.735815662156,640.4850897100963,0.12210813900938422,1,1
55,75808.86116578893,693.2676371778412,31.930252065913226,1,1
38,72199.35874842892,755.6620385385384,17.125320972094737,1,1
34,37218.0646960735,633.177023379689,12.291687967242376,1,1
40,62814.52248362243,533.1092633328389,18.016940376013654,1,0
38,72805.08855964255,702.0731173816205,9.727548148888083,0,1
30,42578.28581349675,591.7106346976183,5.115884457943352,0,0
45,45586.02692309665,639.9818984125355,25.927970195564626,0,0
22,47079.44503220567,705.092158581013,3.4127688188423333,1,0
45,47393.865767147414,670.8176397471775,18.483669846063012,1,1
53,24973.226721334282,642.8795982112869,29.555845456297604,0,0
56,35075.27572802424,609.6882801279176,38.21589610279738,1,1
51,51162.105781058446,447.00743538075005,27.845883559784554,0,0
34,72703.96961979168,698.8824571029342,12.665527638624663,0,1
21,40799.587812225756,632.2933810541965,4.325415987047723,0,0
36,45358.64045577163,755.9335394849008,13.915268065669819,1,1
23,80522.81605631101,677.8619620973309,0.48584176943865254,1,1
55,33376.13807276019,612.1212239225611,33.528889928222114,0,1
26,30081.352559403673,724.6809061863228,10.560232393699485,1,1
45,42572.268457937505,730.5790584170733,25.33860550886844,1,0
33,45058.23281808451,634.6677729953266,12.057244883339303,1,1
54,23788.20372957402,733.5551405901259,31.42692013295525,0,0
28,53079.37440588083,611.1284361229767,8.61645078454337,1,1
41,69226.69524792302,661.1753438585532,21.979099309792396,1,1
54,35710.67839427761,689.9985871403146,29.78046447157359,1,1
24,56313.67328430383,704.9347108809933,5.059884575838479,1,1
45,55939.035134401594,693.5065294031123,23.546543140129707,0,1
35,53749.235870885605,626.7139973605779,14.07439590388582,1,1
24,57785.38884611589,726.5588348484009,0.34713299103504536,1,1
32,52959.908938928165,641.2900873825507,9.80005391651327,0,1
52,42809.08064622352,610.1680846407364,27.909573204331515,1,1
52,77478.73858017802,611.1963422880668,27.765345489651096,1,1
48,73716.35251114322,785.7991874033435,28.13127066128034,1,1
33,72848.67095861751,598.0611600335639,10.934650303670676,1,1
51,70205.13610815795,740.4144658732313,26.101086990412753,1,0
34,26375.30795850464,570.5173312932881,19.53115794246513,0,0
40,63890.935667179496,684.1533811551931,15.62603488205219,0,1
38,59834.02141324262,670.7958416043584,20.276308883058,0,1
49,26952.14577584325,763.4858815808359,23.570609075134595,0,0
26,51776.344672748826,604.1918673382039,6.369507005503387,1,0
52,59151.90173987932,584.8535047427729,30.248318894143928,1,1
49,79964.75647186954,641.8442735157113,26.112829805924786,1,1
22,65870.85786841388,766.5361280468317,1.5902269712971182,1,1
43,42031.514090825476,588.1089064039362,22.186779568987998,1,1
39,80430.82687677945,468.810835745706,15.562604448953865,1,0
51,50656.696440708336,654.1837486161298,27.426783357639,0,1
25,51162.382946453625,716.4666042572707,0.0,1,1
39,50093.227051167814,579.0335847152096,18.916693153071154,1,0
54,30646.671429653,709.3552521347285,29.238585518699974,1,0
30,53353.45744275786,577.486231049128,9.011924869551548,1,1
45,62462.27885958487,639.7409025015825,25.77743395236215,1,1
22,49219.25008712176,702.6877620700241,1.6241650954721627,1,1
31,61306.78715871338,566.8774218783093,7.830606105948226,1,0
51,42034.13393628729,662.7059332055288,32.726437234049904,1,0
35,52886.0812858357,735.0481457904566,12.776085565696242,1,1
29,59748.10489912948,683.1753869447946,3.9975177229850267,1,0
43,57844.91315595131,599.5561759686462,21.148817486640166,1,0
39,25918.023654214307,756.3102846901755,19.760392133954177,0,1
29,48414.910736931575,696.0874758345743,5.976757056769619,1,1
55,80161.9439546891,519.7686400052985,36.63454724491091,1,1
41,47613.308885042235,710.4970530313958,17.68902180434705,1,1
29,55237.11316167759,610.0038023307907,6.097360418943418,1,1
48,53698.663741765835,663.7594483349725,23.86176295244024,1,0
27,78523.59638379476,720.5602803005281,8.051128610724088,1,1
36,74355.52183292006,611.5276790734616,14.840272289732393,1,1
36,67112.96499728214,534.808517017073,12.060714156768077,1,1
53,40401.36529941199,755.388163433408,30.81136897315669,1,1
24,60387.745737881196,731.5208429841364,0.0,1,1
24,63519.126146126975,643.8920790771938,5.333917090399931,1,1
59,44520.927466059184,709.739501604448,37.48776008150508,1,1
37,36942.24341228467,624.1429287555421,8.78128554697031,0,0
57,80575.21220810545,656.7879123732595,31.629955676027755,1,1
59,50487.950316746064,639.8998440154282,36.73521781232719,1,1
49,79224.65228366722,626.9739140249889,24.05748772268549,1,0
56,69956.406332418,675.1511806060029,37.380047971058175,1,1
58,61118.15173562982,565.4274823448088,38.25571865797346,1,1
59,61787.97154539227,632.3893418464095,39.07860783055361,1,1
57,33993.706595038486,672.0135630738383,28.186959194355886,1,1
55,53101.621697516246,778.6670495573145,32.423624757379315,0,1
27,71255.3061947244,568.2726049281113,3.9071506481728306,0,0
47,65220.09254778414,686.4387140412699,23.137836637686238,1,1
48,57315.05030596616,694.1104143499502,25.754474156508863,1,1
42,80679.05793725545,518.6296888522085,17.62128537874181,1,1
34,52224.38916008794,678.7372410086476,13.645662198850655,1,1
27,45706.66487467474,711.6199555288647,8.299654063013314,1,1
57,57307.47874117386,691.2056875567704,38.041151215271015,1,1
42,66497.01052167395,644.1250921589127,20.58626624486556,1,1
25,29233.088562876088,673.32680255657,9.997719089000508,1,1
22,59273.02965235626,661.8891288074321,4.419925343501529,1,1
47,62155.175233044654,531.7379863179364,25.695325388982344,0,0
41,50955.375620547085,663.5324227328126,18.55318336939545,1,1
58,71604.47149453963,624.305071581283,41.01408148834576,1,1
35,64617.79993616605,600.6624480301411,17.0227420482882,1,0
41,87120.74677766615,823.9478967510659,15.768718388527311,1,1
30,43740.956536281774,737.683100373369,12.257463957686237,1,1
43,67460.64775744134,569.4879557779929,21.536879395828212,1,1
59,39740.14138303893,674.2645337596088,35.417265408219926,1,1
25,30769.50323084911,752.0617692895028,0.0,1,1
21,24467.037357731908,545.2660592146799,0.0,1,0
33,63074.8603359539,655.3888198985007,11.963317244340224,1,1
41,57763.71870916154,658.6850908003645,24.761982962330652,1,1
46,42814.234139573695,560.7854982250684,27.87170142324606,0,1
41,28397.434990755803,676.5685213228561,18.251339835871896,1,1
38,44644.200607919855,728.1372473362687,18.16802718265921,1,0
57,55061.39511513185,755.5633313993408,38.47874826801847,1,1
52,66897.54050189647,632.5445128861838,31.257872164051648,1,1
56,54751.96374628561,825.1151524594579,33.23853752290639,1,1
37,58780.90514057917,505.94232726222714,14.403482631269663,1,1
55,49358.014285387966,674.9351696870124,35.15641921137086,1,1
31,81238.36303790731,551.1393976049101,11.238941696575141,1,1
41,39726.25533507658,656.3127846247829,19.121136152709365,1,1
46,44511.42674072309,613.466527492648,17.142543384839982,1,1
24,47614.6288900973,685.4814219473393,0.0,1,0
54,63140.56596965086,641.1183500128463,34.859066764836335,1,1
38,39417.10315319679,592.1811075381438,10.607486007932373,1,0
55,57035.77885821998,596.7796336705214,37.552543049101644,1,1
49,52473.65215139836,785.2721648214687,31.10847178341551,0,0
49,44584.6304389993,681.0466616923691,28.123289145799617,1,1
58,59949.69191435285,530.8509905423128,38.793793102685825,1,1
41,39882.79151893853,688.5551414581735,21.586324035076657,1,0
33,38243.8878630738,636.3726336349401,11.64938061490136,1,1
37,56494.08634782161,650.3220760967997,11.878332647234291,1,1
29,30103.666217829057,707.3921707787258,10.901818925185058,1,1
21,17827.95946174643,732.8259021598992,4.221690034150905,0,0
22,62992.499511952,589.8831090455518,0.0,1,1
49,70734.54913886756,647.9180842091231,23.7662349844909,1,1
53,47997.95321961206,611.7722298083002,31.589609285727978,1,1
30,44978.94021853344,691.7803526751984,7.121326213090651,1,0
41,70083.0283896184,633.7386854384681,20.43484772061638,1,0
48,32816.9267300162,652.0476035791313,30.62398211958116,0,1
31,34549.410629182625,631.0806267292885,3.2629886851825134,1,1
54,60614.54635562732,642.5716339101467,37.743815854857466,0,0
28,50135.57279768461,769.3255704149694,5.77999467436924,0,1
42,70973.15108935357,817.3536315337407,22.535336935951484,1,1
28,22896.011818330313,676.3964465619733,8.856177514313398,1,1
35,33989.890133221554,643.0021154128168,16.20602346259339,1,1
37,55214.980897662346,538.3054267377222,16.18572431208999,1,1
43,61265.1054772568,596.7707260132039,22.886681805360237,1,1
44,67704.95631534187,641.1284774949866,23.86706615181621,1,0
39,57622.26653213167,599.9455745553802,16.109151597661658,1,1
25,57469.82733037853,607.3069465989654,0.0,1,1
52,44158.97685454702,760.2772631839316,27.342442516704416,0,0
21,78863.57357356776,652.0153569616937,0.0,1,1
43,33454.648167942534,658.2748393981356,19.639580029310846,0,1
57,60385.30228833908,602.8066607763242,33.646511782831396,1,1
28,40182.8674811797,732.4281307338711,12.397753137058587,1,0
33,63021.678187075144,635.1194960408002,14.576684389979619,1,1
28,39444.73645918351,613.5395434394401,6.243772102270079,1,1
43,61157.235477506874,539.3474427883391,24.016104836966328,0,0
21,56681.57420236776,645.7228660374044,0.0,1,1
44,76169.58759888023,611.3559398755818,23.33217030255949,0,0
55,50784.70529092621,767.9205822211829,35.324885945256746,1,1
44,61374.49174371318,779.0729084401365,21.747182096684362,1,1
37,43305.155793089354,563.5303653663608,13.944248357388712,1,0
25,45681.60490338058,571.4492733483302,7.671795455405512,0,0
40,51586.24219166529,630.6576255411486,20.84233890159432,0,1
41,32091.70116292939,592.877347322401,13.236167365121847,1,0
51,33735.64098722842,665.2191602980699,27.99559220990517,1,1
56,63997.88949753468,627.1363557640103,32.65618250091682,1,1
31,52808.69767702481,669.6372638388681,8.136585733562807,1,0
35,41106.10200427967,721.1265465152877,16.587206866276684,0,1
39,38945.20729374867,575.5044942765145,18.057617904011074,0,0
27,44522.66806414459,719.6647855734179,1.8311109874333633,1,0
48,56688.26072512343,598.9943309975877,25.85035548912415,1,1
25,61675.53796174285,800.3937994404143,5.625212942848569,1,1
25,23618.391555621638,763.4683176374572,3.341064953398737,1,1
50,71192.51085154837,642.0843764879635,27.065972146509527,0,1
52,75125.5114441299,582.5491588828971,31.993657836215586,1,1
28,15040.17854679651,569.1593814227792,11.854577468317231,0,0
